Rank,Firearms,MSA_name,,Rank,Homicides,MSA_name,,Rank,Firearm Licenses,MSA_name
746,-0.110299668,"Raymondville, TX MicroSA",,746,-0.419615972,"La Grande, OR MicroSA",,746,-0.217586163,"Warner Robins, GA MSA"
747,-0.11146905,"Beaver Dam, WI MicroSA",,747,-0.420235033,"Ogden-Clearfield, UT MSA",,747,-0.223260223,"New Orleans-Metairie, LA MSA"
748,-0.113180466,"San Diego-Carlsbad, CA MSA",,748,-0.421012766,"Fort Collins, CO MSA",,748,-0.224947753,"Harrisonburg, VA MSA"
749,-0.113314468,"Sikeston, MO MicroSA",,749,-0.423056855,"Stevens Point, WI MicroSA",,749,-0.225208942,"LaGrange, GA MicroSA"
750,-0.115181446,"Lima, OH MSA",,750,-0.426596974,"Amsterdam, NY MicroSA",,750,-0.226009711,"Tuscaloosa, AL MSA"
751,-0.115550428,"Gloversville, NY MicroSA",,751,-0.427061136,"Defiance, OH MicroSA",,751,-0.228363691,"Sacramento--Roseville--Arden-Arcade, CA MSA"
752,-0.115935953,"Stockton-Lodi, CA MSA",,752,-0.427922021,"Laramie, WY MicroSA",,752,-0.229602046,"Brookings, SD MicroSA"
753,-0.116519341,"Edwards, CO MicroSA",,753,-0.435245212,"Watertown-Fort Drum, NY MSA",,753,-0.229640756,"Vernon, TX MicroSA"
754,-0.116908262,"Uvalde, TX MicroSA",,754,-0.441455071,"Glens Falls, NY MSA",,754,-0.229976017,"Marion, IN MicroSA"
755,-0.117488261,"Janesville-Beloit, WI MSA",,755,-0.441740451,"Wooster, OH MicroSA",,755,-0.230693569,"San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA"
756,-0.117587793,"Mineral Wells, TX MicroSA",,756,-0.442756255,"La Crosse-Onalaska, WI-MN MSA",,756,-0.236096639,"Galesburg, IL MicroSA"
757,-0.121950223,"Utica-Rome, NY MSA",,757,-0.443286578,"Austin, MN MicroSA",,757,-0.237241868,"Martinsville, VA MicroSA"
758,-0.123364097,"Jacksonville, IL MicroSA",,758,-0.444263194,"Rochelle, IL MicroSA",,758,-0.239851105,"Lawrence, KS MSA"
759,-0.123643832,"Salinas, CA MSA",,759,-0.450383766,"Ames, IA MSA",,759,-0.248397852,"Elmira, NY MSA"
760,-0.123963476,"Lincoln, IL MicroSA",,760,-0.453656184,"Marinette, WI-MI MicroSA",,760,-0.249123371,"Naples-Immokalee-Marco Island, FL MSA"
761,-0.124784248,"Modesto, CA MSA",,761,-0.45480421,"Selinsgrove, PA MicroSA",,761,-0.252507522,"Tifton, GA MicroSA"
762,-0.125999649,"Liberal, KS MicroSA",,762,-0.460285502,"Celina, OH MicroSA",,762,-0.252808232,"Longview, WA MSA"
763,-0.127623235,"Grants, NM MicroSA",,763,-0.462779226,"Alpena, MI MicroSA",,763,-0.254315021,"Clearlake, CA MicroSA"
764,-0.127716067,"Hutchinson, MN MicroSA",,764,-0.463838977,"Washington Court House, OH MicroSA",,764,-0.255356473,"Marshall, MO MicroSA"
765,-0.128440798,"Davenport-Moline-Rock Island, IA-IL MSA",,765,-0.464119906,"Boise City, ID MSA",,765,-0.263424129,"Yuba City, CA MSA"
766,-0.128475621,"Rockford, IL MSA",,766,-0.467806525,"Olean, NY MicroSA",,766,-0.264268723,"Laurinburg, NC MicroSA"
767,-0.128912291,"Centralia, IL MicroSA",,767,-0.468226099,"Bradford, PA MicroSA",,767,-0.265914713,"Susanville, CA MicroSA"
768,-0.129248751,"Madera, CA MSA",,768,-0.468747644,"Stephenville, TX MicroSA",,768,-0.266688607,"Baltimore-Columbia-Towson, MD MSA"
769,-0.129302437,"Macomb, IL MicroSA",,769,-0.469158177,"Warrensburg, MO MicroSA",,769,-0.272459246,"Oxnard-Thousand Oaks-Ventura, CA MSA"
770,-0.130451139,"Gainesville, TX MicroSA",,770,-0.469233186,"Faribault-Northfield, MN MicroSA",,770,-0.276533955,"Fremont, NE MicroSA"
771,-0.131422288,"Bedford, IN MicroSA",,771,-0.469596803,"Green Bay, WI MSA",,771,-0.277784152,"Nogales, AZ MicroSA"
772,-0.136000088,"La Crosse-Onalaska, WI-MN MSA",,772,-0.473270426,"Corvallis, OR MSA",,772,-0.279994099,"Sheboygan, WI MSA"
773,-0.137261531,"Iowa City, IA MSA",,773,-0.474188222,"Altoona, PA MSA",,773,-0.281751898,"Moses Lake, WA MicroSA"
774,-0.137345373,"Sheboygan, WI MSA",,774,-0.476440725,"Wausau, WI MSA",,774,-0.283161541,"Richmond, IN MicroSA"
775,-0.144956259,"Fresno, CA MSA",,775,-0.482446093,"Aberdeen, SD MicroSA",,775,-0.284531137,"Brownsville-Harlingen, TX MSA"
776,-0.146018689,"Kankakee, IL MSA",,776,-0.482746523,"Provo-Orem, UT MSA",,776,-0.285315871,"Starkville, MS MicroSA"
777,-0.146525633,"Watertown-Fort Drum, NY MSA",,777,-0.486816587,"Monroe, MI MSA",,777,-0.286117745,"Ukiah, CA MicroSA"
778,-0.146726103,"Mitchell, SD MicroSA",,778,-0.487416268,"Big Rapids, MI MicroSA",,778,-0.288833439,"Andrews, TX MicroSA"
779,-0.147075133,"Batavia, NY MicroSA",,779,-0.490279909,"Rochester, MN MSA",,779,-0.29009216,"Sumter, SC MSA"
780,-0.150618099,"Waterloo-Cedar Falls, IA MSA",,780,-0.490424518,"Spencer, IA MicroSA",,780,-0.292080232,"Visalia-Porterville, CA MSA"
781,-0.151941731,"Beatrice, NE MicroSA",,781,-0.494020365,"Albert Lea, MN MicroSA",,781,-0.305920745,"Michigan City-La Porte, IN MSA"
782,-0.152243718,"Oneonta, NY MicroSA",,782,-0.494158222,"Napa, CA MSA",,782,-0.307763182,"Ithaca, NY MSA"
783,-0.15246836,"Clinton, IA MicroSA",,783,-0.49799852,"Macomb, IL MicroSA",,783,-0.310332359,"Manitowoc, WI MicroSA"
784,-0.153121757,"Muscatine, IA MicroSA",,784,-0.503615669,"Menomonie, WI MicroSA",,784,-0.310819943,"Napa, CA MSA"
785,-0.153267433,"Bemidji, MN MicroSA",,785,-0.504636303,"Boulder, CO MSA",,785,-0.316566244,"Plainview, TX MicroSA"
786,-0.153321789,"Connersville, IN MicroSA",,786,-0.505843068,"Fergus Falls, MN MicroSA",,786,-0.319386919,"Dubuque, IA MSA"
787,-0.15449017,"Ottawa-Peru, IL MicroSA",,787,-0.509711541,"Sevierville, TN MicroSA",,787,-0.321517921,"Dover, DE MSA"
788,-0.155794431,"Atchison, KS MicroSA",,788,-0.511489796,"Ogdensburg-Massena, NY MicroSA",,788,-0.322844691,"Taos, NM MicroSA"
789,-0.157540117,"Dubuque, IA MSA",,789,-0.513060951,"Grand Island, NE MSA",,789,-0.327239695,"Lumberton, NC MicroSA"
790,-0.158482697,"Hood River, OR MicroSA",,790,-0.520352991,"Lewistown, PA MicroSA",,790,-0.329701828,"Bennettsville, SC MicroSA"
791,-0.158983228,"Santa Rosa, CA MSA",,791,-0.522863751,"State College, PA MSA",,791,-0.333863197,"Eureka-Arcata-Fortuna, CA MicroSA"
792,-0.159190496,"Arkadelphia, AR MicroSA",,792,-0.52656179,"Hudson, NY MicroSA",,792,-0.33524847,"Rio Grande City, TX MicroSA"
793,-0.162491383,"Laredo, TX MSA",,793,-0.529854598,"St. George, UT MSA",,793,-0.335432557,"Arcadia, FL MicroSA"
794,-0.165373774,"Rochester, NY MSA",,794,-0.530451908,"Beaver Dam, WI MicroSA",,794,-0.340082605,"Fresno, CA MSA"
795,-0.165444,"El Centro, CA MSA",,795,-0.539625279,"Eau Claire, WI MSA",,795,-0.340295007,"Blytheville, AR MicroSA"
796,-0.167903993,"Malone, NY MicroSA",,796,-0.540073355,"Cadillac, MI MicroSA",,796,-0.342852657,"The Villages, FL MSA"
797,-0.168008094,"Albany-Schenectady-Troy, NY MSA",,797,-0.54465941,"Sidney, OH MicroSA",,797,-0.344236913,"Norwalk, OH MicroSA"
798,-0.169076242,"Dixon, IL MicroSA",,798,-0.545230661,"Pullman, WA MicroSA",,798,-0.345304315,"Modesto, CA MSA"
799,-0.172839272,"Syracuse, NY MSA",,799,-0.548597311,"Huron, SD MicroSA",,799,-0.353866038,"Laredo, TX MSA"
800,-0.174234515,"Mason City, IA MicroSA",,800,-0.550750874,"Brookings, SD MicroSA",,800,-0.359373752,"Greenville, MS MicroSA"
801,-0.175080225,"Kingston, NY MSA",,801,-0.551160139,"Jackson, WY-ID MicroSA",,801,-0.378075446,"Sterling, IL MicroSA"
802,-0.17934603,"Champaign-Urbana, IL MSA",,802,-0.563045896,"Malone, NY MicroSA",,802,-0.379253125,"McAllen-Edinburg-Mission, TX MSA"
803,-0.180394205,"Brookings, SD MicroSA",,803,-0.5646608,"Decatur, IN MicroSA",,803,-0.383824932,"Truckee-Grass Valley, CA MicroSA"
804,-0.181620081,"Sterling, IL MicroSA",,804,-0.564783126,"Athens, OH MicroSA",,804,-0.38832242,"Stockton-Lodi, CA MSA"
805,-0.183783059,"Santa Cruz-Watsonville, CA MSA",,805,-0.572370952,"Hutchinson, MN MicroSA",,805,-0.408201951,"Hereford, TX MicroSA"
806,-0.187890189,"San Jose-Sunnyvale-Santa Clara, CA MSA",,806,-0.572929627,"Greenville, OH MicroSA",,806,-0.420807087,"Selma, AL MicroSA"
807,-0.189385031,"Worthington, MN MicroSA",,807,-0.57489953,"Platteville, WI MicroSA",,807,-0.426536258,"Merced, CA MSA"
808,-0.190167939,"Pontiac, IL MicroSA",,808,-0.575596278,"Escanaba, MI MicroSA",,808,-0.436835776,"Muncie, IN MSA"
809,-0.201964693,"Hanford-Corcoran, CA MSA",,809,-0.581630104,"Coshocton, OH MicroSA",,809,-0.438428221,"Helena-West Helena, AR MicroSA"
810,-0.202182747,"Dodge City, KS MicroSA",,810,-0.582633618,"North Platte, NE MicroSA",,810,-0.439257407,"Hilo, HI MicroSA"
811,-0.211860746,"Andrews, TX MicroSA",,811,-0.584444971,"Owosso, MI MicroSA",,811,-0.439279978,"Hood River, OR MicroSA"
812,-0.214916665,"Austin, MN MicroSA",,812,-0.584583976,"Iowa City, IA MSA",,812,-0.452695324,"Salisbury, MD-DE MSA"
813,-0.21740291,"Galesburg, IL MicroSA",,813,-0.590652943,"Watertown-Fort Atkinson, WI MicroSA",,813,-0.460663399,"San Diego-Carlsbad, CA MSA"
814,-0.22285766,"San Francisco-Oakland-Hayward, CA MSA",,814,-0.592463448,"Gloversville, NY MicroSA",,814,-0.483210778,"Vallejo-Fairfield, CA MSA"
815,-0.223384744,"Palestine, TX MicroSA",,815,-0.593551421,"Mankato-North Mankato, MN MSA",,815,-0.483792212,"Connersville, IN MicroSA"
816,-0.225585218,"Buffalo-Cheektowaga-Niagara Falls, NY MSA",,816,-0.598215987,"Boone, NC MicroSA",,816,-0.485905459,"Madera, CA MSA"
817,-0.235851478,"Cortland, NY MicroSA",,817,-0.603705453,"Fond du Lac, WI MSA",,817,-0.495476157,"Deming, NM MicroSA"
818,-0.239169486,"Merced, CA MSA",,818,-0.628829521,"Beatrice, NE MicroSA",,818,-0.533179878,"Plattsburgh, NY MicroSA"
819,-0.242408259,"Seneca Falls, NY MicroSA",,819,-0.636984501,"Pierre, SD MicroSA",,819,-0.544591322,"Santa Rosa, CA MSA"
820,-0.267895047,"Elmira, NY MSA",,820,-0.654932182,"Corning, NY MicroSA",,820,-0.565299158,"San Jose-Sunnyvale-Santa Clara, CA MSA"
821,-0.285600671,"Hastings, NE MicroSA",,821,-0.661244418,"Sheboygan, WI MSA",,821,-0.641484856,"Hanford-Corcoran, CA MSA"
822,-0.289559413,"Los Alamos, NM MicroSA",,822,-0.676165914,"Baraboo, WI MicroSA",,822,-0.668714436,"Cordele, GA MicroSA"
823,-0.293185255,"Beeville, TX MicroSA",,823,-0.770702167,"Auburn, NY MicroSA",,823,-0.674780977,"Kahului-Wailuku-Lahaina, HI MSA"
824,-0.297025263,"Freeport, IL MicroSA",,824,-0.774505372,"Lincoln, IL MicroSA",,824,-0.684835602,"Salinas, CA MSA"
825,-0.328650549,"Lamesa, TX MicroSA",,825,-0.786313752,"Kearney, NE MicroSA",,825,-0.691710891,"San Francisco-Oakland-Hayward, CA MSA"
826,-0.340451944,"New York-Newark-Jersey City, NY-NJ-PA MSA",,826,-0.787124434,"Ithaca, NY MSA",,826,-0.709331762,"Santa Cruz-Watsonville, CA MSA"
827,-0.353208736,"Hilo, HI MicroSA",,827,-0.803601065,"Dickinson, ND MicroSA",,827,-0.720225887,"New York-Newark-Jersey City, NY-NJ-PA MSA"
828,-0.375860521,"Kapaa, HI MicroSA",,828,-0.884445134,"Fremont, NE MicroSA",,828,-0.723874873,"Crescent City, CA MicroSA"
829,-0.378209156,"Ithaca, NY MSA",,829,-0.957505893,"Willmar, MN MicroSA",,829,-0.730001593,"Clarksdale, MS MicroSA"
830,-0.383438212,"Eagle Pass, TX MicroSA",,830,-0.959650226,"Auburn, IN MicroSA",,830,-0.857003676,"El Centro, CA MSA"
831,-0.439447535,"Auburn, NY MicroSA",,831,-0.988175583,"Huntingdon, PA MicroSA",,831,-0.870771161,"Eagle Pass, TX MicroSA"
832,-0.485955993,"Kahului-Wailuku-Lahaina, HI MSA",,832,-1.052667871,"Rexburg, ID MicroSA",,832,-1.007591733,"Raymondville, TX MicroSA"
833,-0.492550935,"Gallup, NM MicroSA",,833,-1.20185748,"Mount Pleasant, MI MicroSA",,833,-1.029856862,"Pecos, TX MicroSA"
